customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store
1185,07/02/2016,64,4,08/02/2016,09/02/2016,Marcelene,Baldwin Bikes
996,08/02/2016,65,4,09/02/2016,11/02/2016,Marcelene,Baldwin Bikes
1253,09/02/2016,66,4,12/02/2016,12/02/2016,Venita,Baldwin Bikes
526,09/02/2016,67,4,11/02/2016,10/02/2016,Kali,Rowlett Bikes
381,10/02/2016,68,4,11/02/2016,13/02/2016,Marcelene,Baldwin Bikes
1413,10/02/2016,69,4,12/02/2016,11/02/2016,Venita,Baldwin Bikes
50,11/02/2016,70,3,11/02/2016,NULL,Layla,Rowlett Bikes
797,11/02/2016,71,4,14/02/2016,12/02/2016,Venita,Baldwin Bikes
1386,12/02/2016,72,4,15/02/2016,13/02/2016,Mireya,Santa Cruz Bikes
612,12/02/2016,73,4,15/02/2016,14/02/2016,Venita,Baldwin Bikes
264,13/02/2016,74,4,15/02/2016,15/02/2016,Venita,Baldwin Bikes
587,14/02/2016,75,4,15/02/2016,17/02/2016,Marcelene,Baldwin Bikes
9,16/02/2016,76,3,16/02/2016,NULL,Marcelene,Baldwin Bikes
385,16/02/2016,77,4,19/02/2016,19/02/2016,Mireya,Santa Cruz Bikes
1182,16/02/2016,78,4,18/02/2016,19/02/2016,Venita,Baldwin Bikes
529,17/02/2016,79,4,20/02/2016,20/02/2016,Genna,Santa Cruz Bikes
397,17/02/2016,80,4,20/02/2016,19/02/2016,Marcelene,Baldwin Bikes
521,17/02/2016,81,4,19/02/2016,18/02/2016,Marcelene,Baldwin Bikes
1223,18/02/2016,82,4,21/02/2016,20/02/2016,Marcelene,Baldwin Bikes
393,19/02/2016,83,4,20/02/2016,20/02/2016,Genna,Santa Cruz Bikes
317,20/02/2016,84,4,22/02/2016,21/02/2016,Venita,Baldwin Bikes
1174,20/02/2016,85,4,23/02/2016,21/02/2016,Venita,Baldwin Bikes
276,21/02/2016,86,4,22/02/2016,23/02/2016,Venita,Baldwin Bikes
516,21/02/2016,87,4,22/02/2016,23/02/2016,Marcelene,Baldwin Bikes
1069,21/02/2016,88,4,22/02/2016,23/02/2016,Marcelene,Baldwin Bikes
668,21/02/2016,89,4,24/02/2016,24/02/2016,Kali,Rowlett Bikes
414,23/02/2016,90,4,25/02/2016,24/02/2016,Venita,Baldwin Bikes
648,25/02/2016,91,4,27/02/2016,28/02/2016,Mireya,Santa Cruz Bikes
1309,25/02/2016,92,4,28/02/2016,28/02/2016,Venita,Baldwin Bikes
1328,26/02/2016,93,4,28/02/2016,27/02/2016,Genna,Santa Cruz Bikes
929,27/02/2016,94,4,28/02/2016,29/02/2016,Mireya,Santa Cruz Bikes
218,27/02/2016,95,4,29/02/2016,28/02/2016,Venita,Baldwin Bikes
1094,27/02/2016,96,4,29/02/2016,28/02/2016,Venita,Baldwin Bikes
204,28/02/2016,97,4,29/02/2016,01/03/2016,Venita,Baldwin Bikes
1194,28/02/2016,98,4,29/02/2016,29/02/2016,Marcelene,Baldwin Bikes
1165,29/02/2016,99,4,01/03/2016,03/03/2016,Layla,Rowlett Bikes
1237,01/03/2016,100,4,04/03/2016,03/03/2016,Venita,Baldwin Bikes
271,01/03/2016,101,4,04/03/2016,04/03/2016,Kali,Rowlett Bikes
336,02/03/2016,102,4,05/03/2016,03/03/2016,Venita,Baldwin Bikes
991,03/03/2016,103,4,06/03/2016,05/03/2016,Mireya,Santa Cruz Bikes
7,03/03/2016,104,4,05/03/2016,05/03/2016,Venita,Baldwin Bikes
306,03/03/2016,105,4,05/03/2016,04/03/2016,Venita,Baldwin Bikes
422,04/03/2016,106,4,05/03/2016,05/03/2016,Layla,Rowlett Bikes
633,06/03/2016,107,4,09/03/2016,09/03/2016,Mireya,Santa Cruz Bikes
12,06/03/2016,108,4,09/03/2016,07/03/2016,Marcelene,Baldwin Bikes
1255,06/03/2016,109,4,09/03/2016,09/03/2016,Marcelene,Baldwin Bikes
677,06/03/2016,110,4,08/03/2016,09/03/2016,Layla,Rowlett Bikes
630,07/03/2016,111,4,10/03/2016,10/03/2016,Marcelene,Baldwin Bikes
469,08/03/2016,112,4,11/03/2016,10/03/2016,Marcelene,Baldwin Bikes
1078,08/03/2016,113,4,11/03/2016,11/03/2016,Marcelene,Baldwin Bikes
1431,08/03/2016,114,4,10/03/2016,11/03/2016,Venita,Baldwin Bikes
1369,09/03/2016,115,4,11/03/2016,11/03/2016,Venita,Baldwin Bikes
471,10/03/2016,116,4,11/03/2016,11/03/2016,Venita,Baldwin Bikes
740,10/03/2016,117,4,13/03/2016,11/03/2016,Marcelene,Baldwin Bikes
577,12/03/2016,118,4,14/03/2016,13/03/2016,Mireya,Santa Cruz Bikes
925,12/03/2016,119,4,14/03/2016,14/03/2016,Venita,Baldwin Bikes
327,14/03/2016,120,4,15/03/2016,17/03/2016,Venita,Baldwin Bikes
755,14/03/2016,121,4,15/03/2016,16/03/2016,Marcelene,Baldwin Bikes
786,14/03/2016,122,4,16/03/2016,15/03/2016,Marcelene,Baldwin Bikes
766,15/03/2016,123,4,18/03/2016,17/03/2016,Marcelene,Baldwin Bikes
403,16/03/2016,124,4,18/03/2016,17/03/2016,Genna,Santa Cruz Bikes
685,16/03/2016,125,4,19/03/2016,17/03/2016,Marcelene,Baldwin Bikes
1365,16/03/2016,126,4,18/03/2016,18/03/2016,Venita,Baldwin Bikes
484,17/03/2016,127,4,18/03/2016,19/03/2016,Kali,Rowlett Bikes
86,18/03/2016,128,4,20/03/2016,21/03/2016,Marcelene,Baldwin Bikes
84,19/03/2016,129,4,21/03/2016,21/03/2016,Venita,Baldwin Bikes
1049,19/03/2016,130,4,22/03/2016,20/03/2016,Marcelene,Baldwin Bikes
316,19/03/2016,131,4,22/03/2016,20/03/2016,Kali,Rowlett Bikes
46,20/03/2016,132,4,22/03/2016,23/03/2016,Genna,Santa Cruz Bikes
409,20/03/2016,133,4,22/03/2016,21/03/2016,Venita,Baldwin Bikes
679,20/03/2016,134,4,21/03/2016,21/03/2016,Venita,Baldwin Bikes
1354,21/03/2016,135,4,23/03/2016,23/03/2016,Venita,Baldwin Bikes
1192,21/03/2016,136,4,24/03/2016,23/03/2016,Kali,Rowlett Bikes
370,23/03/2016,137,4,26/03/2016,25/03/2016,Venita,Baldwin Bikes
438,23/03/2016,138,4,24/03/2016,25/03/2016,Venita,Baldwin Bikes
710,23/03/2016,139,4,24/03/2016,26/03/2016,Venita,Baldwin Bikes
1264,23/03/2016,140,4,26/03/2016,26/03/2016,Venita,Baldwin Bikes
557,25/03/2016,141,4,27/03/2016,26/03/2016,Venita,Baldwin Bikes
170,26/03/2016,142,4,27/03/2016,27/03/2016,Genna,Santa Cruz Bikes
693,26/03/2016,143,4,28/03/2016,28/03/2016,Venita,Baldwin Bikes
1124,26/03/2016,144,4,29/03/2016,29/03/2016,Venita,Baldwin Bikes
366,27/03/2016,145,4,29/03/2016,30/03/2016,Marcelene,Baldwin Bikes
288,28/03/2016,146,4,30/03/2016,30/03/2016,Genna,Santa Cruz Bikes
55,28/03/2016,147,4,31/03/2016,31/03/2016,Venita,Baldwin Bikes
714,28/03/2016,148,4,30/03/2016,30/03/2016,Marcelene,Baldwin Bikes
763,28/03/2016,149,4,30/03/2016,29/03/2016,Marcelene,Baldwin Bikes
332,29/03/2016,150,4,31/03/2016,01/04/2016,Mireya,Santa Cruz Bikes
926,29/03/2016,151,4,01/04/2016,31/03/2016,Mireya,Santa Cruz Bikes
76,29/03/2016,152,4,30/03/2016,30/03/2016,Marcelene,Baldwin Bikes
498,30/03/2016,153,4,02/04/2016,01/04/2016,Marcelene,Baldwin Bikes
1286,31/03/2016,154,4,01/04/2016,01/04/2016,Mireya,Santa Cruz Bikes
371,02/04/2016,155,4,03/04/2016,04/04/2016,Marcelene,Baldwin Bikes
357,03/04/2016,156,4,06/04/2016,05/04/2016,Genna,Santa Cruz Bikes
43,03/04/2016,157,4,06/04/2016,06/04/2016,Kali,Rowlett Bikes
117,04/04/2016,158,3,04/04/2016,NULL,Layla,Rowlett Bikes
32,04/04/2016,159,4,06/04/2016,06/04/2016,Mireya,Santa Cruz Bikes
205,04/04/2016,160,4,06/04/2016,06/04/2016,Venita,Baldwin Bikes
251,04/04/2016,161,4,07/04/2016,05/04/2016,Venita,Baldwin Bikes
31,06/04/2016,162,4,08/04/2016,07/04/2016,Genna,Santa Cruz Bikes
1325,06/04/2016,163,4,07/04/2016,07/04/2016,Venita,Baldwin Bikes
610,07/04/2016,164,4,08/04/2016,09/04/2016,Venita,Baldwin Bikes
574,08/04/2016,165,4,10/04/2016,10/04/2016,Genna,Santa Cruz Bikes
338,08/04/2016,166,4,11/04/2016,11/04/2016,Marcelene,Baldwin Bikes
1034,08/04/2016,167,4,09/04/2016,11/04/2016,Venita,Baldwin Bikes
1147,09/04/2016,168,4,12/04/2016,11/04/2016,Genna,Santa Cruz Bikes
99,10/04/2016,169,4,11/04/2016,11/04/2016,Venita,Baldwin Bikes
1200,10/04/2016,170,4,11/04/2016,13/04/2016,Venita,Baldwin Bikes
237,11/04/2016,171,4,14/04/2016,14/04/2016,Genna,Santa Cruz Bikes
1079,11/04/2016,172,4,12/04/2016,14/04/2016,Venita,Baldwin Bikes
117,11/04/2016,173,4,14/04/2016,13/04/2016,Kali,Rowlett Bikes
1361,12/04/2016,174,4,13/04/2016,15/04/2016,Venita,Baldwin Bikes
951,13/04/2016,175,4,14/04/2016,14/04/2016,Marcelene,Baldwin Bikes
643,15/04/2016,176,4,16/04/2016,17/04/2016,Venita,Baldwin Bikes
121,16/04/2016,177,4,19/04/2016,19/04/2016,Mireya,Santa Cruz Bikes
756,16/04/2016,178,4,17/04/2016,18/04/2016,Marcelene,Baldwin Bikes
616,17/04/2016,179,4,19/04/2016,19/04/2016,Marcelene,Baldwin Bikes
918,17/04/2016,180,4,20/04/2016,19/04/2016,Venita,Baldwin Bikes
459,18/04/2016,181,4,20/04/2016,20/04/2016,Genna,Santa Cruz Bikes
854,18/04/2016,182,4,19/04/2016,20/04/2016,Marcelene,Baldwin Bikes
22,19/04/2016,183,4,20/04/2016,20/04/2016,Venita,Baldwin Bikes
134,19/04/2016,184,4,21/04/2016,22/04/2016,Venita,Baldwin Bikes
24,20/04/2016,185,3,20/04/2016,NULL,Mireya,Santa Cruz Bikes
1127,21/04/2016,186,4,22/04/2016,24/04/2016,Marcelene,Baldwin Bikes
183,22/04/2016,187,4,23/04/2016,24/04/2016,Marcelene,Baldwin Bikes
390,22/04/2016,188,4,23/04/2016,25/04/2016,Marcelene,Baldwin Bikes
1288,23/04/2016,189,4,24/04/2016,26/04/2016,Mireya,Santa Cruz Bikes
98,23/04/2016,190,4,25/04/2016,25/04/2016,Marcelene,Baldwin Bikes
919,27/04/2016,191,4,28/04/2016,28/04/2016,Mireya,Santa Cruz Bikes
728,27/04/2016,192,4,28/04/2016,29/04/2016,Venita,Baldwin Bikes
1366,28/04/2016,193,4,30/04/2016,30/04/2016,Genna,Santa Cruz Bikes
558,28/04/2016,194,4,30/04/2016,01/05/2016,Venita,Baldwin Bikes
727,28/04/2016,195,4,01/05/2016,01/05/2016,Venita,Baldwin Bikes
1247,28/04/2016,196,4,30/04/2016,01/05/2016,Marcelene,Baldwin Bikes
127,30/04/2016,197,4,03/05/2016,03/05/2016,Venita,Baldwin Bikes
640,01/05/2016,198,4,04/05/2016,03/05/2016,Marcelene,Baldwin Bikes
760,01/05/2016,199,4,04/05/2016,04/05/2016,Venita,Baldwin Bikes
1074,01/05/2016,200,4,03/05/2016,03/05/2016,Marcelene,Baldwin Bikes
280,01/05/2016,201,4,04/05/2016,02/05/2016,Layla,Rowlett Bikes
600,03/05/2016,202,4,05/05/2016,04/05/2016,Mireya,Santa Cruz Bikes
1102,03/05/2016,203,4,05/05/2016,06/05/2016,Layla,Rowlett Bikes
591,04/05/2016,204,4,07/05/2016,06/05/2016,Venita,Baldwin Bikes
635,04/05/2016,205,4,05/05/2016,06/05/2016,Marcelene,Baldwin Bikes
743,04/05/2016,206,4,06/05/2016,05/05/2016,Layla,Rowlett Bikes
105,05/05/2016,207,4,07/05/2016,07/05/2016,Venita,Baldwin Bikes
815,06/05/2016,208,4,07/05/2016,09/05/2016,Venita,Baldwin Bikes
514,07/05/2016,209,4,08/05/2016,08/05/2016,Marcelene,Baldwin Bikes
943,07/05/2016,210,4,08/05/2016,09/05/2016,Marcelene,Baldwin Bikes
1140,07/05/2016,211,4,09/05/2016,08/05/2016,Marcelene,Baldwin Bikes
1373,08/05/2016,212,4,09/05/2016,11/05/2016,Marcelene,Baldwin Bikes
788,08/05/2016,213,4,09/05/2016,09/05/2016,Kali,Rowlett Bikes
363,10/05/2016,214,4,12/05/2016,11/05/2016,Marcelene,Baldwin Bikes
1420,10/05/2016,215,4,13/05/2016,12/05/2016,Venita,Baldwin Bikes
267,11/05/2016,216,4,14/05/2016,13/05/2016,Genna,Santa Cruz Bikes
716,11/05/2016,217,4,12/05/2016,14/05/2016,Venita,Baldwin Bikes
1179,12/05/2016,218,4,14/05/2016,14/05/2016,Venita,Baldwin Bikes
1338,12/05/2016,219,4,15/05/2016,15/05/2016,Marcelene,Baldwin Bikes
1358,12/05/2016,220,4,14/05/2016,15/05/2016,Marcelene,Baldwin Bikes
1218,13/05/2016,221,4,16/05/2016,14/05/2016,Mireya,Santa Cruz Bikes
51,13/05/2016,222,4,16/05/2016,14/05/2016,Marcelene,Baldwin Bikes
1368,15/05/2016,223,4,16/05/2016,17/05/2016,Venita,Baldwin Bikes
157,17/05/2016,224,4,18/05/2016,19/05/2016,Genna,Santa Cruz Bikes
307,17/05/2016,225,4,20/05/2016,19/05/2016,Genna,Santa Cruz Bikes
501,17/05/2016,226,4,19/05/2016,20/05/2016,Mireya,Santa Cruz Bikes
489,17/05/2016,227,4,18/05/2016,20/05/2016,Venita,Baldwin Bikes
615,17/05/2016,228,4,20/05/2016,20/05/2016,Venita,Baldwin Bikes
742,19/05/2016,229,4,21/05/2016,20/05/2016,Marcelene,Baldwin Bikes
1167,19/05/2016,230,4,20/05/2016,21/05/2016,Marcelene,Baldwin Bikes
1257,19/05/2016,231,4,22/05/2016,21/05/2016,Marcelene,Baldwin Bikes
1360,20/05/2016,232,4,23/05/2016,23/05/2016,Genna,Santa Cruz Bikes
737,21/05/2016,233,4,22/05/2016,24/05/2016,Marcelene,Baldwin Bikes
1435,22/05/2016,234,4,24/05/2016,24/05/2016,Marcelene,Baldwin Bikes
649,24/05/2016,235,4,25/05/2016,25/05/2016,Marcelene,Baldwin Bikes
206,25/05/2016,236,4,27/05/2016,26/05/2016,Marcelene,Baldwin Bikes
1351,25/05/2016,237,4,26/05/2016,27/05/2016,Venita,Baldwin Bikes
1350,26/05/2016,238,4,29/05/2016,29/05/2016,Marcelene,Baldwin Bikes
13,27/05/2016,239,3,27/05/2016,NULL,Layla,Rowlett Bikes
65,27/05/2016,240,4,29/05/2016,30/05/2016,Marcelene,Baldwin Bikes
1082,27/05/2016,241,4,29/05/2016,29/05/2016,Venita,Baldwin Bikes
1168,27/05/2016,242,4,30/05/2016,30/05/2016,Venita,Baldwin Bikes
802,27/05/2016,243,4,30/05/2016,28/05/2016,Kali,Rowlett Bikes
956,28/05/2016,244,4,29/05/2016,29/05/2016,Marcelene,Baldwin Bikes
223,29/05/2016,245,4,31/05/2016,30/05/2016,Venita,Baldwin Bikes
17,30/05/2016,246,3,30/05/2016,NULL,Marcelene,Baldwin Bikes
928,30/05/2016,247,4,01/06/2016,01/06/2016,Genna,Santa Cruz Bikes
1376,30/05/2016,248,4,01/06/2016,31/05/2016,Venita,Baldwin Bikes
145,01/06/2016,249,4,04/06/2016,04/06/2016,Marcelene,Baldwin Bikes
150,01/06/2016,250,4,02/06/2016,04/06/2016,Venita,Baldwin Bikes
851,01/06/2016,251,4,04/06/2016,04/06/2016,Venita,Baldwin Bikes
66,01/06/2016,252,4,04/06/2016,02/06/2016,Kali,Rowlett Bikes
1267,02/06/2016,253,4,05/06/2016,05/06/2016,Marcelene,Baldwin Bikes
510,03/06/2016,254,4,06/06/2016,05/06/2016,Venita,Baldwin Bikes
801,03/06/2016,255,4,06/06/2016,05/06/2016,Venita,Baldwin Bikes
26,04/06/2016,256,4,05/06/2016,07/06/2016,Venita,Baldwin Bikes
1314,05/06/2016,257,4,06/06/2016,08/06/2016,Genna,Santa Cruz Bikes
107,06/06/2016,258,4,07/06/2016,07/06/2016,Venita,Baldwin Bikes
413,06/06/2016,259,4,09/06/2016,09/06/2016,Venita,Baldwin Bikes
632,06/06/2016,260,4,08/06/2016,08/06/2016,Marcelene,Baldwin Bikes
1045,08/06/2016,261,4,10/06/2016,09/06/2016,Mireya,Santa Cruz Bikes
579,08/06/2016,262,4,11/06/2016,10/06/2016,Layla,Rowlett Bikes
1322,09/06/2016,263,4,10/06/2016,12/06/2016,Marcelene,Baldwin Bikes
5,10/06/2016,264,3,10/06/2016,NULL,Genna,Santa Cruz Bikes
682,10/06/2016,265,4,12/06/2016,11/06/2016,Venita,Baldwin Bikes
933,10/06/2016,266,4,13/06/2016,13/06/2016,Venita,Baldwin Bikes
282,11/06/2016,267,4,14/06/2016,14/06/2016,Genna,Santa Cruz Bikes
540,11/06/2016,268,4,14/06/2016,12/06/2016,Genna,Santa Cruz Bikes
764,12/06/2016,269,4,13/06/2016,15/06/2016,Marcelene,Baldwin Bikes
879,12/06/2016,270,4,15/06/2016,13/06/2016,Venita,Baldwin Bikes
350,13/06/2016,271,4,16/06/2016,14/06/2016,Venita,Baldwin Bikes
497,15/06/2016,272,4,18/06/2016,16/06/2016,Venita,Baldwin Bikes
1340,16/06/2016,273,4,19/06/2016,17/06/2016,Venita,Baldwin Bikes
411,17/06/2016,274,4,20/06/2016,18/06/2016,Venita,Baldwin Bikes
1341,17/06/2016,275,4,19/06/2016,18/06/2016,Venita,Baldwin Bikes
1227,18/06/2016,276,4,19/06/2016,19/06/2016,Marcelene,Baldwin Bikes
546,19/06/2016,277,4,20/06/2016,20/06/2016,Venita,Baldwin Bikes
1301,20/06/2016,278,4,23/06/2016,21/06/2016,Genna,Santa Cruz Bikes
378,21/06/2016,279,4,22/06/2016,22/06/2016,Marcelene,Baldwin Bikes
638,21/06/2016,280,4,22/06/2016,23/06/2016,Venita,Baldwin Bikes
800,21/06/2016,281,4,22/06/2016,23/06/2016,Venita,Baldwin Bikes
159,22/06/2016,282,4,25/06/2016,25/06/2016,Layla,Rowlett Bikes
181,23/06/2016,283,4,26/06/2016,26/06/2016,Mireya,Santa Cruz Bikes
1356,23/06/2016,284,4,25/06/2016,25/06/2016,Venita,Baldwin Bikes
319,25/06/2016,285,4,26/06/2016,27/06/2016,Mireya,Santa Cruz Bikes
59,25/06/2016,286,4,26/06/2016,26/06/2016,Marcelene,Baldwin Bikes
133,25/06/2016,287,4,26/06/2016,27/06/2016,Marcelene,Baldwin Bikes
780,25/06/2016,288,4,28/06/2016,28/06/2016,Marcelene,Baldwin Bikes
849,27/06/2016,289,4,28/06/2016,30/06/2016,Marcelene,Baldwin Bikes
202,28/06/2016,290,4,29/06/2016,30/06/2016,Marcelene,Baldwin Bikes
158,29/06/2016,291,4,30/06/2016,01/07/2016,Marcelene,Baldwin Bikes
360,29/06/2016,292,4,30/06/2016,02/07/2016,Layla,Rowlett Bikes
573,30/06/2016,293,4,03/07/2016,02/07/2016,Venita,Baldwin Bikes
732,01/07/2016,294,4,02/07/2016,02/07/2016,Venita,Baldwin Bikes
1130,01/07/2016,295,4,04/07/2016,04/07/2016,Venita,Baldwin Bikes
1245,04/07/2016,296,4,07/07/2016,06/07/2016,Marcelene,Baldwin Bikes
1425,04/07/2016,297,4,05/07/2016,06/07/2016,Venita,Baldwin Bikes
885,04/07/2016,298,4,07/07/2016,07/07/2016,Layla,Rowlett Bikes
281,05/07/2016,299,4,06/07/2016,07/07/2016,Marcelene,Baldwin Bikes
1205,05/07/2016,300,4,08/07/2016,08/07/2016,Marcelene,Baldwin Bikes
17,06/07/2016,301,4,09/07/2016,08/07/2016,Marcelene,Baldwin Bikes
1375,06/07/2016,302,4,07/07/2016,09/07/2016,Marcelene,Baldwin Bikes
36,07/07/2016,303,4,08/07/2016,09/07/2016,Venita,Baldwin Bikes
230,07/07/2016,304,4,08/07/2016,08/07/2016,Marcelene,Baldwin Bikes
705,07/07/2016,305,4,08/07/2016,08/07/2016,Venita,Baldwin Bikes
424,09/07/2016,306,4,10/07/2016,12/07/2016,Venita,Baldwin Bikes
695,09/07/2016,307,4,11/07/2016,11/07/2016,Marcelene,Baldwin Bikes
156,11/07/2016,308,4,12/07/2016,14/07/2016,Marcelene,Baldwin Bikes
211,11/07/2016,309,4,13/07/2016,13/07/2016,Marcelene,Baldwin Bikes
627,12/07/2016,310,4,13/07/2016,13/07/2016,Mireya,Santa Cruz Bikes
1400,12/07/2016,311,4,14/07/2016,13/07/2016,Marcelene,Baldwin Bikes
299,13/07/2016,312,4,15/07/2016,16/07/2016,Marcelene,Baldwin Bikes
565,14/07/2016,313,4,15/07/2016,15/07/2016,Layla,Rowlett Bikes
1019,15/07/2016,314,4,17/07/2016,17/07/2016,Venita,Baldwin Bikes
1263,16/07/2016,315,4,19/07/2016,17/07/2016,Marcelene,Baldwin Bikes
670,17/07/2016,316,4,20/07/2016,19/07/2016,Venita,Baldwin Bikes
795,17/07/2016,317,4,20/07/2016,19/07/2016,Venita,Baldwin Bikes
1141,17/07/2016,318,4,19/07/2016,20/07/2016,Venita,Baldwin Bikes
941,18/07/2016,319,4,21/07/2016,21/07/2016,Marcelene,Baldwin Bikes
1428,19/07/2016,320,4,20/07/2016,21/07/2016,Mireya,Santa Cruz Bikes
568,19/07/2016,321,4,22/07/2016,21/07/2016,Marcelene,Baldwin Bikes
924,19/07/2016,322,4,22/07/2016,20/07/2016,Marcelene,Baldwin Bikes
1243,19/07/2016,323,4,22/07/2016,21/07/2016,Marcelene,Baldwin Bikes
480,20/07/2016,324,4,22/07/2016,23/07/2016,Marcelene,Baldwin Bikes
848,20/07/2016,325,4,21/07/2016,21/07/2016,Marcelene,Baldwin Bikes
1337,20/07/2016,326,4,21/07/2016,22/07/2016,Layla,Rowlett Bikes
83,21/07/2016,327,4,24/07/2016,22/07/2016,Marcelene,Baldwin Bikes
528,23/07/2016,328,4,26/07/2016,25/07/2016,Marcelene,Baldwin Bikes
