discount,item_id,list_price,order_id,product_id,quantity
0.1,1,1320.99,41,5,1
0.2,2,449.0,41,19,2
0.2,3,599.99,41,26,2
0.05,1,449.0,42,19,1
0.1,1,269.99,43,13,2
0.05,2,549.99,43,12,2
0.1,1,3999.99,44,7,1
0.05,2,599.99,44,16,1
0.2,1,2899.99,45,4,2
0.07,2,269.99,45,22,1
0.05,3,269.99,45,21,2
0.1,1,429.0,46,17,1
0.05,1,469.99,47,6,1
0.1,2,529.99,47,15,1
0.07,3,499.99,47,25,2
0.2,4,269.99,47,13,1
0.1,1,1680.99,48,11,1
0.2,2,2899.99,48,4,1
0.1,3,1320.99,48,5,2
0.07,4,269.99,48,14,2
0.07,1,269.99,49,13,2
0.05,1,999.99,50,3,1
0.07,2,599.99,50,26,2
0.2,3,269.99,50,13,2
0.05,1,269.99,51,13,1
0.05,2,599.99,51,20,1
0.2,3,599.99,51,26,2
0.07,1,499.99,52,25,1
0.2,1,1799.99,53,8,2
0.05,2,299.99,53,23,2
0.2,3,269.99,53,14,2
0.1,4,499.99,53,25,2
0.2,1,599.99,54,26,2
0.2,2,999.99,54,3,1
0.05,1,269.99,55,21,1
0.2,2,499.99,55,25,2
0.2,3,529.99,55,15,2
0.07,1,599.99,56,20,2
0.1,1,299.99,57,23,2
0.2,2,449.0,57,19,2
0.07,3,269.99,57,13,1
0.05,1,269.99,58,14,2
0.07,2,449.0,58,18,1
0.1,3,299.99,58,23,1
0.05,1,269.99,59,21,1
0.1,2,749.99,59,2,1
0.1,3,429.0,59,17,2
0.05,1,269.99,60,14,2
0.1,2,2899.99,60,4,1
0.07,3,529.99,60,15,1
0.2,4,269.99,60,22,1
0.1,1,499.99,61,25,1
0.05,2,529.99,61,15,2
0.2,3,1320.99,61,5,2
0.07,1,269.99,62,14,1
0.1,2,1799.99,62,8,2
0.1,3,269.99,62,22,2
0.1,1,499.99,63,25,2
0.05,2,449.0,63,19,2
0.1,3,999.99,63,3,1
0.1,1,499.99,64,25,2
0.2,2,269.99,64,22,2
0.2,3,299.99,64,23,2
0.1,4,549.99,64,24,2
0.1,1,549.99,65,12,1
0.2,1,749.99,66,2,1
0.07,2,299.99,66,23,1
0.07,3,549.99,66,12,1
0.2,1,299.99,67,23,2
0.1,2,549.99,67,12,2
0.2,3,269.99,67,21,1
0.1,4,1320.99,67,5,2
0.2,5,449.0,67,19,1
0.07,1,269.99,68,13,2
0.1,2,429.0,68,17,1
0.1,1,269.99,69,22,2
0.2,2,1320.99,69,5,1
0.05,3,1549.0,69,10,1
0.05,1,999.99,70,3,2
0.2,2,449.0,70,18,1
0.05,3,599.99,70,20,1
0.05,1,599.99,71,26,2
0.2,2,549.99,71,24,1
0.1,3,449.0,71,18,1
0.07,1,429.0,72,17,2
0.05,2,549.99,72,12,1
0.1,3,269.99,72,13,2
0.07,1,269.99,73,22,1
0.05,2,599.99,73,26,2
0.07,3,999.99,73,3,2
0.07,4,499.99,73,25,1
0.2,5,299.99,73,23,2
0.05,1,599.99,74,16,2
0.07,2,469.99,74,6,1
0.1,1,999.99,75,3,1
0.07,2,3999.99,75,7,2
0.2,3,529.99,75,15,1
0.05,1,549.99,76,12,1
0.1,2,1680.99,76,11,2
0.07,3,1320.99,76,5,1
0.07,1,599.99,77,20,1
0.1,2,549.99,77,24,2
0.2,3,599.99,77,26,1
0.2,4,499.99,77,25,1
0.07,1,429.0,78,17,1
0.2,2,449.0,78,19,1
0.1,3,449.0,78,18,2
0.1,4,269.99,78,14,2
0.1,1,2999.99,79,9,2
0.05,2,429.0,79,17,2
0.1,3,469.99,79,6,1
0.07,4,499.99,79,25,2
0.1,1,599.99,80,26,1
0.1,2,549.99,80,24,1
0.2,3,429.0,80,17,1
0.2,1,1549.0,81,10,2
0.05,2,299.99,81,23,2
0.05,3,499.99,81,25,2
0.1,1,499.99,82,25,2
0.2,2,1680.99,82,11,2
0.2,1,599.99,83,20,1
0.05,2,999.99,83,3,2
0.07,1,299.99,84,23,2
0.07,2,529.99,84,15,2
0.05,1,2899.99,85,4,2
0.07,2,449.0,85,18,1
0.1,1,2999.99,86,9,2
0.07,2,299.99,86,23,2
0.2,3,269.99,86,21,2
0.1,4,529.99,86,15,1
0.2,1,599.99,87,20,2
0.1,2,299.99,87,23,2
0.07,1,1549.0,88,10,1
0.1,2,1799.99,88,8,2
0.1,3,3999.99,88,7,1
0.05,1,1320.99,89,5,1
0.1,2,469.99,89,6,2
0.1,1,999.99,90,3,1
0.07,2,469.99,90,6,1
0.1,1,1680.99,91,11,1
0.05,2,499.99,91,25,1
0.07,3,529.99,91,15,2
0.07,4,269.99,91,13,2
0.1,1,1799.99,92,8,1
0.07,1,269.99,93,22,2
0.05,2,429.0,93,17,1
0.1,3,269.99,93,21,1
0.2,4,749.99,93,2,1
0.07,5,1549.0,93,10,2
0.05,1,549.99,94,12,1
0.2,2,2899.99,94,4,1
0.2,3,1680.99,94,11,1
0.07,4,269.99,94,21,2
0.2,1,1549.0,95,10,2
0.1,2,449.0,95,19,1
0.2,3,1799.99,95,8,2
0.05,4,599.99,95,20,2
0.1,1,599.99,96,26,1
0.05,2,299.99,96,23,1
0.2,1,599.99,97,20,2
0.07,2,749.99,97,2,1
0.2,3,469.99,97,6,2
0.1,4,449.0,97,19,1
0.07,1,449.0,98,19,1
0.1,2,269.99,98,21,1
0.2,3,749.99,98,2,1
0.2,4,269.99,98,22,2
0.2,1,269.99,99,13,1
0.2,2,269.99,99,21,1
0.05,3,499.99,99,25,2
0.07,4,3999.99,99,7,2
0.2,5,299.99,99,23,2
0.05,1,549.99,100,12,2
0.1,2,1680.99,100,11,2
0.2,3,3999.99,100,7,2
0.2,4,599.99,100,16,2
0.1,5,549.99,100,24,2
0.2,1,549.99,101,12,2
0.05,1,529.99,102,15,1
0.07,2,269.99,102,22,1
0.07,1,429.0,103,17,1
0.05,2,999.99,103,3,1
0.2,3,449.0,103,18,1
0.1,4,529.99,103,15,2
0.1,5,2999.99,103,9,2
0.1,1,449.0,104,19,2
0.05,2,599.99,104,26,1
0.2,1,1680.99,105,11,2
0.05,2,999.99,105,3,1
0.05,3,2999.99,105,9,1
0.1,1,429.0,106,17,1
0.1,2,269.99,106,13,2
0.2,1,449.0,107,19,1
0.1,2,269.99,107,13,2
0.1,1,1680.99,108,11,1
0.07,2,269.99,108,22,2
0.05,3,599.99,108,16,2
0.1,1,269.99,109,22,2
0.07,2,469.99,109,6,1
0.1,1,269.99,110,14,1
0.1,1,269.99,111,14,1
0.07,2,549.99,111,12,2
0.2,1,299.99,112,23,2
0.07,2,499.99,112,25,2
0.05,3,549.99,112,24,2
0.2,4,1320.99,112,5,1
0.07,1,549.99,113,12,2
0.1,2,549.99,113,24,2
0.07,3,469.99,113,6,1
0.2,4,299.99,113,23,1
0.2,5,1320.99,113,5,2
0.05,1,549.99,114,12,1
0.07,2,749.99,114,2,1
0.1,3,269.99,114,13,2
0.2,1,269.99,115,22,1
0.1,2,449.0,115,19,1
0.05,1,599.99,116,26,1
0.2,1,269.99,117,22,2
0.05,2,599.99,117,26,1
0.2,3,269.99,117,14,1
0.05,4,449.0,117,19,1
0.07,1,449.0,118,18,1
0.07,2,2899.99,118,4,1
0.07,3,469.99,118,6,1
0.1,4,999.99,118,3,2
0.07,5,299.99,118,23,2
0.05,1,499.99,119,25,1
0.05,1,269.99,120,13,2
0.05,2,469.99,120,6,2
0.05,3,1549.0,120,10,2
0.05,4,429.0,120,17,1
0.2,5,599.99,120,16,2
0.2,1,1320.99,121,5,1
0.1,2,269.99,121,14,2
0.1,3,2899.99,121,4,2
0.07,4,549.99,121,24,2
0.05,5,749.99,121,2,2
0.1,1,599.99,122,16,1
0.1,1,549.99,123,12,2
0.05,1,599.99,124,16,1
0.07,2,2899.99,124,4,1
0.05,3,3999.99,124,7,2
0.1,1,429.0,125,17,1
0.05,1,2999.99,126,9,2
0.07,1,429.0,127,17,1
0.1,2,599.99,127,20,1
0.07,3,2899.99,127,4,2
0.1,1,549.99,128,24,2
0.1,2,599.99,128,16,2
0.2,3,2899.99,128,4,2
0.2,4,999.99,128,3,2
0.1,1,449.0,129,18,1
0.1,2,2999.99,129,9,1
0.05,1,599.99,130,26,1
0.07,2,1320.99,130,5,2
0.2,1,269.99,131,22,2
0.07,2,2899.99,131,4,2
0.1,3,549.99,131,24,2
0.05,1,749.99,132,2,2
0.05,2,599.99,132,20,1
0.1,3,2999.99,132,9,1
0.05,1,269.99,133,13,2
0.2,2,269.99,133,22,1
0.1,1,449.0,134,19,2
0.07,2,749.99,134,2,2
0.07,3,449.0,134,18,2
0.05,1,1320.99,135,5,2
0.05,2,449.0,135,18,2
0.2,3,499.99,135,25,1
0.05,4,749.99,135,2,1
0.2,1,3999.99,136,7,2
0.05,2,999.99,136,3,2
0.07,1,299.99,137,23,1
0.1,2,269.99,137,22,1
0.1,1,599.99,138,16,2
0.2,2,469.99,138,6,1
0.07,1,449.0,139,19,2
0.07,2,999.99,139,3,1
0.2,1,529.99,140,15,1
0.2,2,269.99,140,21,1
0.2,3,549.99,140,12,2
0.05,4,999.99,140,3,1
0.2,1,449.0,141,18,1
0.1,1,599.99,142,16,2
0.1,2,1680.99,142,11,2
0.07,3,449.0,142,19,1
0.2,1,469.99,143,6,1
0.05,1,1799.99,144,8,2
0.2,1,1680.99,145,11,1
0.1,2,2999.99,145,9,2
0.2,1,999.99,146,3,2
0.1,2,549.99,146,12,1
0.1,3,599.99,146,20,2
0.05,4,469.99,146,6,2
0.07,5,749.99,146,2,1
0.2,1,599.99,147,26,2
0.05,1,269.99,148,14,1
0.07,1,549.99,149,12,2
0.07,2,269.99,149,21,2
0.1,1,3999.99,150,7,1
0.2,2,999.99,150,3,1
0.07,3,429.0,150,17,1
0.07,4,499.99,150,25,2
0.1,1,429.0,151,17,1
0.1,2,599.99,151,26,1
0.2,1,469.99,152,6,2
0.2,2,269.99,152,22,2
0.07,3,599.99,152,16,2
0.07,1,599.99,153,16,1
0.07,2,1799.99,153,8,1
0.05,3,529.99,153,15,2
0.1,1,549.99,154,12,1
0.1,1,1799.99,155,8,1
0.2,1,449.0,156,18,2
0.05,2,429.0,156,17,2
0.07,3,469.99,156,6,1
0.1,1,2899.99,157,4,1
0.07,2,3999.99,157,7,2
0.1,1,549.99,158,24,1
0.2,1,269.99,159,13,1
0.07,1,269.99,160,21,1
0.07,2,529.99,160,15,2
0.1,3,449.0,160,18,2
0.05,4,1680.99,160,11,1
0.07,1,549.99,161,24,2
0.05,2,269.99,161,22,1
0.05,3,3999.99,161,7,2
0.07,1,449.0,162,18,1
0.07,2,269.99,162,21,2
0.1,3,999.99,162,3,2
0.1,1,549.99,163,12,1
0.2,2,449.0,163,18,1
0.05,1,2899.99,164,4,2
0.05,2,1549.0,164,10,2
0.1,3,269.99,164,14,1
0.05,1,2899.99,165,4,2
0.2,2,299.99,165,23,1
0.05,3,749.99,165,2,1
0.1,1,1549.0,166,10,2
0.2,2,1680.99,166,11,1
0.05,1,549.99,167,12,1
0.2,2,1549.0,167,10,1
0.05,3,269.99,167,13,2
0.05,4,3999.99,167,7,2
0.1,1,469.99,168,6,1
0.07,2,1680.99,168,11,2
0.07,3,549.99,168,12,2
0.2,4,269.99,168,22,2
0.1,1,599.99,169,20,2
0.05,2,1320.99,169,5,1
0.2,3,1549.0,169,10,1
0.2,4,1680.99,169,11,1
0.05,5,269.99,169,14,2
0.1,1,549.99,170,12,2
0.05,2,549.99,170,24,1
0.2,3,3999.99,170,7,1
0.05,4,449.0,170,18,2
0.05,1,1799.99,171,8,1
0.07,1,299.99,172,23,1
0.2,2,599.99,172,16,1
0.05,1,269.99,173,14,1
0.2,2,599.99,173,16,1
0.05,3,599.99,173,20,2
0.2,1,269.99,174,22,2
0.1,2,449.0,174,19,2
0.1,1,1320.99,175,5,1
0.2,2,749.99,175,2,2
0.1,3,269.99,175,21,2
0.07,4,449.0,175,19,1
0.07,1,749.99,176,2,2
0.2,2,1680.99,176,11,2
0.05,3,599.99,176,16,2
0.1,1,599.99,177,20,2
0.2,1,1549.0,178,10,2
0.05,2,549.99,178,12,1
0.1,3,999.99,178,3,1
0.07,4,449.0,178,18,1
0.05,1,269.99,179,13,2
0.1,2,599.99,179,26,1
0.2,3,449.0,179,18,1
0.2,4,549.99,179,12,2
0.1,5,599.99,179,20,2
0.07,1,599.99,180,16,1
0.05,1,1549.0,181,10,1
0.1,2,1680.99,181,11,1
0.2,3,529.99,181,15,2
0.05,4,549.99,181,24,2
0.05,1,499.99,182,25,2
0.07,2,549.99,182,24,2
0.2,1,1680.99,183,11,2
0.05,2,549.99,183,12,2
0.07,3,449.0,183,19,1
0.07,4,429.0,183,17,1
0.2,1,2899.99,184,4,1
0.1,2,1320.99,184,5,1
0.1,3,269.99,184,14,1
0.1,1,599.99,185,20,1
0.05,2,1799.99,185,8,1
0.1,1,2899.99,186,4,1
0.1,2,469.99,186,6,1
0.05,1,1320.99,187,5,1
0.07,1,3999.99,188,7,2
0.2,1,599.99,189,16,2
0.05,1,549.99,190,24,1
0.2,2,529.99,190,15,1
0.2,3,999.99,190,3,2
0.05,1,499.99,191,25,1
0.2,2,549.99,191,12,2
0.07,3,999.99,191,3,1
0.05,4,1799.99,191,8,2
0.05,5,299.99,191,23,1
0.1,1,1799.99,192,8,2
0.07,2,499.99,192,25,1
0.05,3,749.99,192,2,1
0.07,4,549.99,192,24,2
0.2,5,1549.0,192,10,2
0.1,1,549.99,193,12,2
0.2,1,269.99,194,21,2
0.2,1,449.0,195,18,1
0.05,2,269.99,195,14,1
0.2,3,1320.99,195,5,2
0.2,4,2899.99,195,4,2
0.1,5,269.99,195,21,2
0.05,1,469.99,196,6,1
0.07,2,999.99,196,3,2
0.07,3,1549.0,196,10,2
0.07,4,549.99,196,12,1
0.1,5,599.99,196,20,1
0.2,1,2899.99,197,4,2
0.07,2,749.99,197,2,2
0.05,1,469.99,198,6,2
0.07,2,599.99,198,20,2
0.2,3,1799.99,198,8,2
0.05,4,269.99,198,13,2
0.05,5,429.0,198,17,1
0.05,1,499.99,199,25,2
0.07,2,449.0,199,18,2
0.2,3,2899.99,199,4,1
0.05,1,299.99,200,23,2
0.07,2,269.99,200,22,2
0.05,1,549.99,201,24,1
0.2,2,3999.99,201,7,1
0.1,3,269.99,201,14,2
0.05,4,429.0,201,17,1
0.07,1,1799.99,202,8,1
0.05,2,429.0,202,17,1
0.05,3,529.99,202,15,2
0.05,4,499.99,202,25,2
0.05,1,599.99,203,26,1
0.1,2,999.99,203,3,2
0.2,3,429.0,203,17,2
0.07,4,449.0,203,19,2
0.07,1,469.99,204,6,2
0.1,2,429.0,204,17,2
0.05,1,269.99,205,22,2
0.1,2,549.99,205,24,2
0.05,1,499.99,206,25,1
0.2,2,599.99,206,20,1
0.2,1,549.99,207,12,2
0.05,2,1320.99,207,5,1
0.07,3,1680.99,207,11,2
0.1,4,3999.99,207,7,2
0.05,1,469.99,208,6,2
0.07,2,2899.99,208,4,2
0.05,3,999.99,208,3,1
0.2,4,549.99,208,12,1
0.05,5,1549.0,208,10,2
0.1,1,269.99,209,13,1
0.07,1,269.99,210,14,1
0.2,2,269.99,210,13,2
0.07,1,1549.0,211,10,1
0.07,2,749.99,211,2,2
0.07,1,599.99,212,16,2
0.2,2,549.99,212,12,2
0.1,3,449.0,212,19,1
0.2,4,3999.99,212,7,1
0.1,1,269.99,213,13,1
0.1,1,269.99,214,21,1
0.07,1,449.0,215,19,1
0.1,2,549.99,215,12,2
0.1,1,269.99,216,22,2
0.05,2,599.99,216,16,2
0.1,1,449.0,217,18,1
0.1,2,1549.0,217,10,2
0.07,3,429.0,217,17,1
0.1,1,749.99,218,2,2
0.07,2,269.99,218,13,1
0.05,3,549.99,218,12,1
0.05,1,599.99,219,26,1
0.2,2,1320.99,219,5,1
0.05,1,469.99,220,6,2
0.07,2,499.99,220,25,1
0.1,3,269.99,220,22,2
0.2,4,999.99,220,3,2
0.07,1,1680.99,221,11,2
0.1,1,1549.0,222,10,1
0.1,2,749.99,222,2,2
0.05,1,3999.99,223,7,2
0.2,2,1320.99,223,5,1
0.1,3,269.99,223,21,2
0.05,4,599.99,223,20,1
0.05,5,529.99,223,15,1
0.07,1,469.99,224,6,1
0.1,2,1680.99,224,11,2
0.2,3,1549.0,224,10,2
0.05,4,499.99,224,25,1
0.1,1,269.99,225,21,1
0.1,2,2999.99,225,9,1
0.05,1,749.99,226,2,1
0.05,1,999.99,227,3,2
0.1,2,529.99,227,15,2
0.2,1,499.99,228,25,1
0.07,2,749.99,228,2,2
0.1,3,299.99,228,23,2
0.2,4,2899.99,228,4,1
0.05,5,269.99,228,22,1
0.2,1,499.99,229,25,2
0.1,2,1320.99,229,5,2
0.2,3,1799.99,229,8,1
0.07,1,1680.99,230,11,2
0.07,1,1799.99,231,8,2
0.2,2,269.99,231,14,2
0.2,3,1320.99,231,5,2
0.07,1,449.0,232,18,1
0.05,2,1680.99,232,11,2
0.07,3,599.99,232,26,2
0.1,4,1799.99,232,8,2
0.1,1,269.99,233,14,1
0.1,2,599.99,233,16,2
0.2,3,549.99,233,12,1
0.07,4,529.99,233,15,2
0.2,1,1680.99,234,11,2
0.05,2,429.0,234,17,2
0.1,3,549.99,234,12,1
0.05,4,3999.99,234,7,1
0.1,5,299.99,234,23,1
0.07,1,469.99,235,6,1
0.05,2,269.99,235,13,2
0.05,3,3999.99,235,7,2
0.07,1,999.99,236,3,2
0.1,2,749.99,236,2,2
0.1,3,2899.99,236,4,2
0.2,1,529.99,237,15,1
0.07,2,549.99,237,24,1
0.2,3,599.99,237,20,2
0.05,4,599.99,237,26,1
0.2,1,599.99,238,20,2
0.07,2,499.99,238,25,1
0.2,3,269.99,238,13,2
0.05,4,269.99,238,22,2
0.07,5,3999.99,238,7,1
0.1,1,599.99,239,16,2
0.05,2,269.99,239,21,2
0.07,3,449.0,239,18,1
0.07,4,2899.99,239,4,2
0.07,1,2999.99,240,9,1
0.07,2,1799.99,240,8,1
0.07,3,1320.99,240,5,1
0.07,4,449.0,240,18,2
0.2,1,3999.99,241,7,1
0.2,1,999.99,242,3,1
0.05,1,499.99,243,25,2
0.07,2,449.0,243,19,2
0.05,3,3999.99,243,7,2
0.07,1,449.0,244,19,1
0.2,2,499.99,244,25,1
0.1,3,269.99,244,22,1
0.05,1,1549.0,245,10,2
0.1,2,1799.99,245,8,1
0.2,1,429.0,246,17,2
0.07,1,499.99,247,25,1
0.2,2,999.99,247,3,1
0.1,1,269.99,248,13,1
0.1,2,599.99,248,26,2
0.1,3,429.0,248,17,1
0.2,4,2999.99,248,9,1
0.05,1,3999.99,249,7,2
0.05,2,449.0,249,18,2
0.1,3,269.99,249,22,1
0.05,1,429.0,250,17,2
0.1,2,1680.99,250,11,2
0.2,1,299.99,251,23,2
0.05,2,269.99,251,22,2
0.1,1,1680.99,252,11,2
0.07,2,2899.99,252,4,1
0.1,3,449.0,252,19,1
0.07,1,1680.99,253,11,2
0.07,1,469.99,254,6,2
0.05,2,999.99,254,3,1
0.05,3,549.99,254,12,1
0.1,1,1320.99,255,5,2
0.2,2,269.99,255,14,1
0.2,3,749.99,255,2,2
0.07,4,269.99,255,21,1
0.1,1,1680.99,256,11,1
0.05,2,269.99,256,21,1
0.07,1,1799.99,257,8,2
0.2,2,269.99,257,13,2
0.1,3,1549.0,257,10,2
0.1,4,529.99,257,15,1
0.05,1,1799.99,258,8,2
0.07,2,2899.99,258,4,1
0.07,3,449.0,258,19,1
0.05,4,449.0,258,18,1
0.05,1,599.99,259,26,1
0.1,2,469.99,259,6,2
0.2,3,749.99,259,2,2
0.1,4,2899.99,259,4,1
0.2,1,299.99,260,23,2
0.2,2,1549.0,260,10,1
0.2,3,549.99,260,24,2
0.05,1,599.99,261,16,2
0.1,2,269.99,261,14,1
0.1,3,429.0,261,17,2
0.07,1,749.99,262,2,1
0.05,2,2999.99,262,9,2
0.07,1,2999.99,263,9,1
0.2,2,999.99,263,3,1
0.05,3,749.99,263,2,2
0.2,1,1549.0,264,10,1
0.05,2,549.99,264,24,2
0.1,3,529.99,264,15,2
0.07,4,999.99,264,3,2
0.2,1,2999.99,265,9,2
0.07,1,469.99,266,6,2
0.2,2,449.0,266,19,1
0.05,3,499.99,266,25,1
0.2,1,269.99,267,22,2
0.1,2,299.99,267,23,2
0.1,3,549.99,267,24,1
0.07,4,3999.99,267,7,2
0.05,5,269.99,267,21,1
0.05,1,3999.99,268,7,1
0.2,2,469.99,268,6,2
0.1,3,2999.99,268,9,1
0.07,1,1320.99,269,5,1
0.07,2,299.99,269,23,2
0.05,3,449.0,269,18,1
0.05,4,999.99,269,3,1
0.2,1,499.99,270,25,2
0.1,2,529.99,270,15,1
0.07,1,1680.99,271,11,2
0.05,2,469.99,271,6,2
0.1,3,269.99,271,13,1
0.1,4,3999.99,271,7,2
0.07,1,749.99,272,2,2
0.07,2,1680.99,272,11,1
0.1,1,269.99,273,21,1
0.05,1,1680.99,274,11,2
0.1,2,499.99,274,25,2
0.07,3,2999.99,274,9,2
0.05,1,449.0,275,18,1
0.1,2,499.99,275,25,1
0.05,3,3999.99,275,7,2
0.2,1,999.99,276,3,2
0.05,2,429.0,276,17,1
0.07,3,2999.99,276,9,2
0.2,1,599.99,277,20,2
0.2,2,469.99,277,6,2
0.1,3,269.99,277,13,2
0.2,1,599.99,278,16,1
0.07,2,449.0,278,19,2
0.07,3,269.99,278,13,1
0.07,4,1680.99,278,11,2
0.07,1,499.99,279,25,1
0.07,1,499.99,280,25,1
0.07,2,599.99,280,26,2
0.07,3,269.99,280,13,1
0.07,1,269.99,281,22,1
0.1,2,269.99,281,14,2
0.07,3,3999.99,281,7,2
0.07,1,599.99,282,20,1
0.07,2,3999.99,282,7,2
0.05,3,999.99,282,3,2
0.07,4,599.99,282,16,2
0.05,1,2999.99,283,9,1
0.2,2,599.99,283,16,2
0.2,1,549.99,284,24,2
0.2,2,599.99,284,20,1
0.05,1,599.99,285,16,2
0.05,2,549.99,285,12,1
0.1,3,749.99,285,2,1
0.2,1,599.99,286,26,2
0.07,2,269.99,286,21,2
0.1,3,599.99,286,16,2
0.1,4,3999.99,286,7,1
0.2,1,1320.99,287,5,1
0.05,2,1549.0,287,10,1
0.05,3,749.99,287,2,1
0.05,4,599.99,287,20,1
0.2,1,2899.99,288,4,1
0.1,2,1549.0,288,10,1
0.05,3,3999.99,288,7,2
0.07,1,269.99,289,13,1
0.2,2,549.99,289,24,1
0.2,3,429.0,289,17,1
0.07,1,749.99,290,2,2
0.07,2,1320.99,290,5,2
0.1,3,269.99,290,21,1
0.05,1,469.99,291,6,2
0.07,2,269.99,291,21,2
0.1,1,449.0,292,18,2
0.07,2,2899.99,292,4,1
0.05,3,1549.0,292,10,2
0.05,1,449.0,293,19,2
0.2,2,469.99,293,6,1
0.2,1,449.0,294,18,1
0.2,2,269.99,294,14,1
0.05,3,3999.99,294,7,2
0.2,4,499.99,294,25,2
0.07,1,269.99,295,22,2
0.07,1,499.99,296,25,2
0.1,2,549.99,296,12,2
0.1,3,1680.99,296,11,2
0.2,4,2999.99,296,9,1
0.2,1,2899.99,297,4,2
0.2,1,299.99,298,23,1
0.05,2,469.99,298,6,2
0.2,3,269.99,298,22,1
0.07,4,2999.99,298,9,1
0.1,5,269.99,298,14,2
0.05,1,1680.99,299,11,2
0.2,2,1549.0,299,10,2
0.1,1,599.99,300,16,2
0.1,2,2999.99,300,9,2
0.1,3,1549.0,300,10,1
0.2,4,1680.99,300,11,2
0.05,1,469.99,301,6,1
0.1,2,269.99,301,22,1
0.2,1,549.99,302,24,2
0.07,2,449.0,302,18,2
0.2,3,749.99,302,2,2
0.05,1,1799.99,303,8,2
0.05,2,549.99,303,24,2
